other_key,together_count,to_fraction,from_fraction
plants,1,0.0,0.5
planted_date,1,0.0,1.0
planted_by,1,0.0,1.0
planted,1,0.0,1.0
plant_community:it,1,0.0,1.0
plant:output:steam,1,0.0,1.0
plant:output:compressed_air,1,0.0,1.0
planned:landuse,1,0.0,1.0
placement:forward,1,0.0,0.5
placement:backward,1,0.0,1.0
place_1,1,0.0,1.0
pitch,1,0.0,1.0
pillar:type,1,0.0,0.0053
pilgrimage,1,0.0,1.0
picnic,1,0.0,1.0
phone:UA,1,0.0,0.5
phone:Tim,1,0.0,1.0
payment:sats,1,0.0,1.0
payment:blink,1,0.0,1.0
payment:santander,1,0.0,1.0
payment:qr_pay,1,0.0,1.0
payment:carnê,1,0.0,1.0
payment:cardano,1,0.0,1.0
payment:card_lokal,1,0.0,1.0
payment:caixatem,1,0.0,1.0
payment:cabal,1,0.0,1.0
payment:bradesco,1,0.0,1.0
payment:binance,1,0.0,1.0
payment:bilhete-unico,1,0.0,1.0
payment:ben_alimentação,1,0.0,1.0
payment:be_blue,1,0.0,1.0
payment:bcash,1,0.0,1.0
payment:banrisul,1,0.0,1.0
payment:bank_deposits,1,0.0,1.0
payment:banese,1,0.0,1.0
payment:banco_do_brasil,1,0.0,1.0
payment:atacado,1,0.0,1.0
payment:apag,1,0.0,1.0
payment:ame_digital,1,0.0,1.0
portable,1,0.0,0.0345
payment:alelo_alimentação,1,0.0,1.0
payment:alipay,1,0.0,1.0
payment:cartão_atacadão,1,0.0,1.0
payment:cartão_carrefour,1,0.0,1.0
payment:cielo,1,0.0,1.0
payment:invoice,1,0.0,1.0
payment:polishop,1,0.0,1.0
payment:payback,1,0.0,1.0
payment:parcelado,1,0.0,1.0
payment:others,1,0.0,1.0
payment:mumbuca,1,0.0,1.0
payment:monero,1,0.0,1.0
payment:mastercard_electronic,1,0.0,1.0
payment:link_de_pagamento,1,0.0,1.0
payment:itaú,1,0.0,1.0
payment:food_stamps,1,0.0,1.0
payment:conectcar,1,0.0,0.25
payment:food_card,1,0.0,1.0
payment:financing,1,0.0,1.0
payment:ep_ipass,1,0.0,1.0
payment:ep_easycard,1,0.0,1.0
payment:electronic_transfer,1,0.0,1.0
payment:dotz,1,0.0,1.0
payment:diners,1,0.0,1.0
payment:currency,1,0.0,1.0
payment:credit_account,1,0.0,1.0
population:source,1,0.0,1.0
ref:linz:building_id,1,0.0,1.0
post:city,1,0.0,1.0
post:postcode,1,0.0,1.0
ref:lot:irreg,1,0.0,1.0
ref:jgs,1,0.0,1.0
ref:cro,1,0.0,1.0
ref:condephaat,1,0.0,1.0
ref:cec,1,0.0,1.0
ref:brand,1,0.0,1.0
ref:branch,1,0.0,1.0
ref:b3,1,0.0,1.0
ref:arlhs,1,0.0,1.0
ref:anac,1,0.0,0.5
ref:admiralty,1,0.0,0.5
ref:UY:minterior:comisaria_id,1,0.0,1.0
ref:SNIIC,1,0.0,1.0
ref:FR:SINOE,1,0.0,1.0
ref:FR:SDIS:GRPT,1,0.0,1.0
ref:FR:NAF,1,0.0,1.0
ref:FR:INPN,1,0.0,1.0
ref:FR:FINESS,1,0.0,1.0
ref:AR:CAMMESA,1,0.0,1.0
ref:ANA,1,0.0,1.0
redwood_city_ca:bld_gid,1,0.0,1.0
ref:nga,1,0.0,0.5
ref:note,1,0.0,1.0
ref:nuts,1,0.0,1.0
religion:wikidata,1,0.0,1.0
right:state,1,0.0,1.0
payment:Vales_electronicos,1,0.0,1.0
right:region,1,0.0,1.0
reusable_packaging:offer,1,0.0,1.0
restriction:reason,1,0.0,0.2
residencia,1,0.0,1.0
reservation:phone,1,0.0,1.0
rer,1,0.0,1.0
repeat_on,1,0.0,0.0196
religion:it,1,0.0,1.0
ref:nuts:1,1,0.0,1.0
related_law:country,1,0.0,1.0
rehabilitation:speciality,1,0.0,1.0
ref:spepm,1,0.0,1.0
ref:source,1,0.0,1.0
ref:secult,1,0.0,1.0
ref:ourairports,1,0.0,1.0
ref:oep:ted,1,0.0,1.0
ref:nuts:3,1,0.0,1.0
ref:nuts:2,1,0.0,1.0
recycling:zinc,1,0.0,1.0
recycling:small_electrical_appliances,1,0.0,0.25
recycling:profile,1,0.0,1.0
processing,1,0.0,1.0
provided_for:child,1,0.0,1.0
protection_title:en,1,0.0,1.0
protection_aim,1,0.0,1.0
proposed:oneway,1,0.0,1.0
proposed:landuse,1,0.0,0.0133
proposed:building,1,0.0,0.5
project,1,0.0,1.0
prog,1,0.0,1.0
procted_class,1,0.0,1.0
priority,1,0.0,0.5
quality,1,0.0,0.5
power_source,1,0.0,1.0
power:disused,1,0.0,1.0
postal_code:source,1,0.0,1.0
post_office:parcel_to,1,0.0,1.0
post_office:parcel_from,1,0.0,1.0
post_office:letter_from,1,0.0,1.0
post_office,1,0.0,0.5
post_box,1,0.0,1.0
post:street,1,0.0,0.5
qualidade,1,0.0,0.1667
radius,1,0.0,1.0
recycling:printer_toner_cartridges,1,0.0,1.0
recycling:cobre,1,0.0,1.0
recycling:printer_inkjet_cartridges,1,0.0,1.0
recycling:printer_cartridges,1,0.0,0.5
recycling:polyester,1,0.0,1.0
recycling:plastic_bags,1,0.0,1.0
recycling:motor,1,0.0,1.0
recycling:little_can,1,0.0,1.0
recycling:copper,1,0.0,1.0
recycling:compressor,1,0.0,1.0
recycling:compost,1,0.0,1.0
recycling:chipboard,1,0.0,0.5
railway:pzb,1,0.0,1.0
recycling:ceramic_toilets,1,0.0,1.0
recycling:cds,1,0.0,0.5
recycling:Qualquer_tampa_de_plástico,1,0.0,1.0
recycling:PET,1,0.0,0.0833
recycling:Garrafas_de_iogurte,1,0.0,1.0
recreation center,1,0.0,1.0
recommendation,1,0.0,1.0
reception_desk,1,0.0,1.0
rastreamento,1,0.0,1.0
payment:ada_cardano,1,0.0,1.0
official_name:jbo,1,0.0,1.0
payment:Tigo_Money,1,0.0,1.0
official_name:hif,1,0.0,1.0
official_name:scn,1,0.0,1.0
official_name:sc,1,0.0,1.0
official_name:roa-rup,1,0.0,1.0
official_name:pih,1,0.0,1.0
official_name:pdc,1,0.0,1.0
official_name:pcd,1,0.0,1.0
official_name:pag,1,0.0,1.0
official_name:nov,1,0.0,1.0
official_name:nn,1,0.0,1.0
official_name:new,1,0.0,1.0
official_name:myv,1,0.0,1.0
official_name:mrj,1,0.0,1.0
official_name:mr,1,0.0,1.0
official_name:mo,1,0.0,1.0
official_name:min,1,0.0,1.0
official_name:lrc,1,0.0,1.0
official_name:ln,1,0.0,1.0
official_name:lij,1,0.0,1.0
official_name:kw,1,0.0,1.0
official_name:km,1,0.0,1.0
official_name:jv,1,0.0,1.0
official_name:sd,1,0.0,1.0
official_name:so,1,0.0,1.0
official_name:srn,1,0.0,1.0
old:shop,1,0.0,0.5
old_email,1,0.0,1.0
old_description,1,0.0,0.5
old_contact:website,1,0.0,1.0
old_cep,1,0.0,1.0
old_capacity,1,0.0,1.0
old_building,1,0.0,1.0
old_alt_name,1,0.0,1.0
old_addr:suburb,1,0.0,1.0
old_addr:country,1,0.0,1.0
old:oneway,1,0.0,1.0
official_name:stq,1,0.0,1.0
old:amenity,1,0.0,1.0
official_status,1,0.0,0.5
official_name:zea,1,0.0,1.0
official_name:za,1,0.0,1.0
official_name:vo,1,0.0,1.0
official_name:udm,1,0.0,1.0
official_name:tyv,1,0.0,1.0
official_name:tg,1,0.0,1.0
official_name:szl,1,0.0,1.0
riverbank,1,0.0,0.0833
official_name:haw,1,0.0,1.0
payment:NFC_mobile_payments,1,0.0,1.0
official_name:guc,1,0.0,1.0
note_pt,1,0.0,0.0526
note_2,1,0.0,1.0
note:wikidata,1,0.0,1.0
note:website,1,0.0,1.0
note:surface,1,0.0,1.0
note:start_date,1,0.0,1.0
note:relevance,1,0.0,1.0
note:pl,1,0.0,1.0
note:oneway,1,0.0,1.0
note:ja,1,0.0,1.0
note:hazard,1,0.0,1.0
note:ele,1,0.0,1.0
note:description,1,0.0,1.0
note:ISO3166-1,1,0.0,1.0
note:2,1,0.0,1.0
notas,1,0.0,0.3333
not_visible,1,0.0,1.0
not:tracktype,1,0.0,1.0
not:place,1,0.0,1.0
not:maxspeed,1,0.0,0.0345
not:is_in:city,1,0.0,1.0
numero,1,0.0,1.0
nutrition_supplements,1,0.0,1.0
oaci,1,0.0,1.0
official_name:co,1,0.0,1.0
official_name:gcf,1,0.0,1.0
official_name:gag,1,0.0,1.0
official_name:ga,1,0.0,1.0
official_name:fur,1,0.0,1.0
official_name:frp,1,0.0,1.0
official_name:eml,1,0.0,1.0
official_name:dty,1,0.0,1.0
official_name:diq,1,0.0,1.0
official_name:cu,1,0.0,1.0
official_name:ceb,1,0.0,1.0
obelisk:size,1,0.0,0.3333
official_name:bat-smg,1,0.0,1.0
official_name:bar,1,0.0,1.0
official_name:av,1,0.0,1.0
official_name:as,1,0.0,1.0
official_name:arc,1,0.0,1.0
official_name:ab,1,0.0,1.0
official,1,0.0,1.0
observation,1,0.0,1.0
object,1,0.0,1.0
old_housenumber,1,0.0,1.0
old_name:-1825,1,0.0,1.0
old_name:1825-01-29--1825-08-13,1,0.0,1.0
old_name:1825-08-13--1826-11-19,1,0.0,1.0
parking:left:hgv,1,0.0,1.0
parking:left:authentication:ticket,1,0.0,1.0
parking:lanes,1,0.0,1.0
parking:lane:left:condition,1,0.0,1.0
parking:lane:both:diagonal,1,0.0,0.5
parking:customer,1,0.0,1.0
parking:condition:time_interval,1,0.0,0.5
parking:condition:right:capacity:disabled,1,0.0,1.0
parking:condition:left:hgv,1,0.0,1.0
parking:condition:either_side_only,1,0.0,1.0
parking:both:surface,1,0.0,1.0
parking:both:restriction:reason,1,0.0,1.0
parking:both:restriction:hgv,1,0.0,1.0
parking:both:maxstay:conditional,1,0.0,1.0
parking:both:authentication:ticket,1,0.0,1.0
park_type,1,0.0,1.0
parasol,1,0.0,1.0
panoramax:1,1,0.0,0.0588
pak,1,0.0,1.0
owner:type,1,0.0,1.0
other_use,1,0.0,1.0
parking:left:motorcar,1,0.0,1.0
parking:markings,1,0.0,1.0
parking:placement,1,0.0,1.0
patron_saint:de,1,0.0,1.0
payment:Cursos_Gratuitos,1,0.0,1.0
payment:Cartão_de_Passe,1,0.0,1.0
payment:Boleto_bancário,1,0.0,1.0
payment:Bilhete_Unico_Metropolitano,1,0.0,1.0
payment:A_vista,1,0.0,1.0
payment: app-bike itaú,1,0.0,1.0
pay_tv,1,0.0,1.0
patron_saint:wikidata,1,0.0,1.0
patron_saint:en,1,0.0,1.0
pathtype,1,0.0,0.2
parking:right:authentication:ticket,1,0.0,1.0
pastry,1,0.0,0.5
pastel,1,0.0,1.0
party,1,0.0,0.5
part_time_beds,1,0.0,1.0
parque,1,0.0,0.5
parking_1,1,0.0,0.5
parking:right:tourist_bus,1,0.0,1.0
parking:right:restriction:police,1,0.0,1.0
parking:right:charge,1,0.0,0.3333
osmc:ref,1,0.0,1.0
osm_note,1,0.0,1.0
operator_2,1,0.0,1.0
old_name:2016-2019,1,0.0,1.0
old_official_name,1,0.0,0.3333
old_note,1,0.0,1.0
old_no,1,0.0,1.0
old_network,1,0.0,1.0
old_name:zh,1,0.0,1.0
old_name:si,1,0.0,1.0
old_name:de,1,0.0,1.0
old_name:ca,1,0.0,1.0
old_name:am,1,0.0,1.0
old_name:1969-1996,1,0.0,1.0
old_operator:wikipedia,1,0.0,1.0
old_name:1940,1,0.0,1.0
old_name:1916-1945,1,0.0,1.0
old_name:1906,1,0.0,1.0
old_name:1871-1921,1,0.0,1.0
old_name:1839-10-26--2009-03-18,1,0.0,1.0
old_name:1837-05-01--1839-10-26,1,0.0,1.0
old_name:1830-1916,1,0.0,1.0
old_name:1826-11-29--1837-05-01,1,0.0,1.0
old_name:1825-1826,1,0.0,1.0
old_operator:wikidata,1,0.0,1.0
old_railway_operator,1,0.0,1.0
operator:wikipedia:ru,1,0.0,1.0
oneway:2015-10-27--,1,0.0,1.0
operator:short_name,1,0.0,1.0
operator:addr,1,0.0,1.0
opening_hours:workshop,1,0.0,1.0
opening_hours:self_service,1,0.0,1.0
opening_hours:secretary,1,0.0,1.0
opening_days,1,0.0,1.0
opening,1,0.0,1.0
open_air,1,0.0,1.0
oneway_1,1,0.0,0.5
oneway:2015-10-23--,1,0.0,1.0
old_ref:itu,1,0.0,1.0
oneway:2015-10-22--,1,0.0,1.0
oneway:2015-09-29--,1,0.0,1.0
ona,1,0.0,1.0
old_website_1,1,0.0,1.0
old_start_date,1,0.0,1.0
old_sport,1,0.0,1.0
old_source:name,1,0.0,1.0
old_source,1,0.0,1.0
old_short_name,1,0.0,0.5
risco,1,0.0,1.0
shop:convenience,1,0.0,1.0
roadtrain,1,0.0,0.5
tiger:name_base,1,0.0,1.0
stone,1,0.0,0.5
step:height,1,0.0,0.25
stays,1,0.0,1.0
stationery,1,0.0,1.0
start_date:university,1,0.0,1.0
start,1,0.0,1.0
standup_paddleboard_rental,1,0.0,1.0
sqkm,1,0.0,1.0
sport:paralympic,1,0.0,1.0
sport:olympic,1,0.0,1.0
spices,1,0.0,1.0
speed_tax,1,0.0,1.0
speed_camera,1,0.0,0.0385
soure,1,0.0,1.0
sourcec:name,1,0.0,1.0
source_url,1,0.0,1.0
source_ref_1,1,0.0,1.0
source_date,1,0.0,1.0
source:tream,1,0.0,1.0
source:traffic_sign,1,0.0,0.25
source:stream,1,0.0,0.25
stopping:right,1,0.0,1.0
storage,1,0.0,0.0278
stores,1,0.0,0.5
telecommunication,1,0.0,1.0
ticket,1,0.0,0.5
tertiary,1,0.0,0.5
terrace,1,0.0,1.0
terminal,1,0.0,1.0
tenant,1,0.0,0.5
temporary:hgv,1,0.0,1.0
temperature,1,0.0,0.25
television:repair,1,0.0,1.0
television,1,0.0,0.3333
teleatendimento,1,0.0,1.0
stranded,1,0.0,0.0238
takeaway:covid19,1,0.0,1.0
tailor:alteration_service,1,0.0,0.5
swimming_lanes,1,0.0,1.0
survey_point:datum_aligned,1,0.0,0.25
sur,1,0.0,0.25
sunglasses,1,0.0,1.0
subname,1,0.0,1.0
student:count,1,0.0,1.0
street,1,0.0,0.5
source:sqkm,1,0.0,1.0
source:sour,1,0.0,1.0
source:shop,1,0.0,0.3333
social_facility:for_1,1,0.0,1.0
source:ISO3166-1,1,0.0,1.0
source:IBGE:CD_ADMINIS,1,0.0,1.0
source:GPS,1,0.0,1.0
source1,1,0.0,1.0
solar_photovoltaic_panel:sales,1,0.0,1.0
socket:type2_combo,1,0.0,0.3333
socket:type2:output,1,0.0,1.0
socket:device:USB-A,1,0.0,1.0
socket:chademo,1,0.0,1.0
so,1,0.0,0.5
source:address,1,0.0,0.5
snowboard,1,0.0,1.0
skatepark:halfpipe,1,0.0,0.5
site:id,1,0.0,1.0
siren:type,1,0.0,0.0909
singles,1,0.0,1.0
signpost,1,0.0,1.0
signed_direction,1,0.0,1.0
sidewalk:tactile_paving,1,0.0,1.0
sidewalk:right:wheelchair,1,0.0,1.0
source:addr:full,1,0.0,1.0
source:bridge:old_name,1,0.0,1.0
source:route_master,1,0.0,1.0
source:is_in:district,1,0.0,1.0
source:related_law,1,0.0,1.0
source:ref:PIR,1,0.0,1.0
source:ref:LRP,1,0.0,1.0
source:ref:INSEE,1,0.0,1.0
source:population:date,1,0.0,1.0
source:opening_date,1,0.0,1.0
source:old_name:1970,1,0.0,1.0
source:maxlength:hgv,1,0.0,1.0
source:loc,1,0.0,1.0
source:internet_access,1,0.0,1.0
source:building:flats,1,0.0,1.0
source:icao,1,0.0,1.0
source:housename,1,0.0,0.3333
source:healthcare:speciality,1,0.0,1.0
source:geometry:ref,1,0.0,1.0
source:euro_const,1,0.0,1.0
source:construction_date,1,0.0,1.0
source:charge,1,0.0,1.0
source:capacity,1,0.0,0.0385
source:building:height,1,0.0,1.0
tickets:public_transport,1,0.0,0.1111
tiger:name_direction_prefix,1,0.0,1.0
sidewalk:name,1,0.0,1.0
tiger:zip_left,1,0.0,1.0
weather:pyrgeometer,1,0.0,1.0
weather:pyranometer,1,0.0,1.0
weather:psychrometer,1,0.0,1.0
weather:ceiling_projector,1,0.0,1.0
waterway_category:WGF,1,0.0,1.0
waterway:llid,1,0.0,1.0
waterfront,1,0.0,0.5
waste_disposal,1,0.0,1.0
was:wholesale,1,0.0,1.0
was:studio,1,0.0,1.0
was:railway,1,0.0,1.0
was:product,1,0.0,1.0
was:place,1,0.0,0.5
was:phone,1,0.0,0.5
was:museum,1,0.0,1.0
was:industrial,1,0.0,0.5
was:highway,1,0.0,0.0909
was:email,1,0.0,0.5
was:description,1,0.0,1.0
was:contact:mobile,1,0.0,1.0
was:brand,1,0.0,1.0
weather:pyrheliometer,1,0.0,1.0
weather:soil_thermometer,1,0.0,1.0
weather:sunshine_recorder,1,0.0,1.0
wikipedia:de,1,0.0,1.0
norma_creacion,1,0.0,1.0
xmas:opening_hours,1,0.0,0.2
xmas:location,1,0.0,0.125
xmas:day_date,1,0.0,0.125
wreck:type,1,0.0,1.0
wreck:depth,1,0.0,1.0
wreck:date_commissioned,1,0.0,1.0
windmill:vanes,1,0.0,1.0
windmill:disused,1,0.0,1.0
wheelchair:entrance_width,1,0.0,1.0
weather:wind_vane,1,0.0,0.5
western_union,1,0.0,1.0
weight,1,0.0,0.5
weelspeed,1,0.0,1.0
wedding_reception,1,0.0,1.0
website_2,1,0.0,1.0
website:stock,1,0.0,1.0
website:podcast,1,0.0,1.0
website:1,1,0.0,1.0
weather_protection,1,0.0,0.0141
war_memorial,1,0.0,1.0
wall:material,1,0.0,0.1667
walk,1,0.0,0.5
town,1,0.0,1.0
transport:zone,1,0.0,1.0
transit,1,0.0,1.0
trainee,1,0.0,1.0
trail,1,0.0,0.5
traffic_signals:vibration,1,0.0,0.0006
traffic_signals:sound,1,0.0,0.0003
traffic_signals:foot,1,0.0,0.0009
tractor:sales,1,0.0,1.0
townhall,1,0.0,1.0
towel,1,0.0,1.0
triple_tower,1,0.0,0.0009
tourist_bus:conditional,1,0.0,1.0
toll:foot,1,0.0,1.0
toilets:paper_supplied,1,0.0,0.1667
toilets:hands_drying,1,0.0,1.0
toilets:fee,1,0.0,1.0
toilet,1,0.0,0.5
tipo_const,1,0.0,1.0
time,1,0.0,0.0007
tiger:zip_right,1,0.0,1.0
tree_lined,1,0.0,1.0
truck:repair,1,0.0,0.3333
voltage:comment,1,0.0,1.0
vacuum_cleaner,1,0.0,1.0
village,1,0.0,1.0
view,1,0.0,1.0
vfr,1,0.0,1.0
vending:comics,1,0.0,1.0
vehicle:wikipedia,1,0.0,1.0
vehicle:wikidata,1,0.0,1.0
vegetable,1,0.0,1.0
vegan,1,0.0,1.0
vatin,1,0.0,1.0
urban,1,0.0,0.3333
truck:tyres,1,0.0,1.0
underground,1,0.0,1.0
uf,1,0.0,0.5
tyres,1,0.0,0.5
types,1,0.0,1.0
type_impact,1,0.0,1.0
typ,1,0.0,0.5
turning_circle,1,0.0,0.0014
turn:forward,1,0.0,1.0
truck_wash,1,0.0,1.0
sidewalk:right:smoothness,1,0.0,1.0
sidewalk:left:wheelchair,1,0.0,1.0
rock,1,0.0,0.0208
service:vehicle:lights,1,0.0,1.0
service:vehicle:car_design,1,0.0,1.0
service:vehicle:car_care,1,0.0,1.0
service:vehicle:cambio,1,0.0,1.0
service:vehicle:bus_sales,1,0.0,1.0
service:vehicle:bus_repair,1,0.0,0.5
service:vehicle:breakdown,1,0.0,1.0
service:vehicle:baterias_heliar,1,0.0,1.0
service:vehicle:balanceo,1,0.0,1.0
service:vehicle:automotive_lighthouse,1,0.0,1.0
service:vehicle:alternator,1,0.0,1.0
service:vehicle:air_filter,1,0.0,1.0
service:vehicle:Retificadora,1,0.0,1.0
service:vehicle:Reparo_Baús,1,0.0,1.0
service:tyres,1,0.0,1.0
service:socialmedia,1,0.0,1.0
service:phone,1,0.0,1.0
service:maketing,1,0.0,1.0
service:graphic_design,1,0.0,1.0
service:design,1,0.0,1.0
service:computer,1,0.0,0.5
service:branding,1,0.0,1.0
service:vehicle:car_maintenance,1,0.0,1.0
service:vehicle:car_rental,1,0.0,1.0
service:vehicle:car_wash,1,0.0,1.0
service:vehicle:filters,1,0.0,1.0
service:vehicle:leakage,1,0.0,1.0
service:vehicle:latoaria,1,0.0,1.0
service:vehicle:insurance,1,0.0,1.0
service:vehicle:insulfilm,1,0.0,1.0
service:vehicle:guincho,1,0.0,1.0
service:vehicle:grinding_of_motors,1,0.0,1.0
service:vehicle:geometry,1,0.0,1.0
service:vehicle:fuel_modification,1,0.0,1.0
service:vehicle:fuel_conversion,1,0.0,1.0
service:vehicle:escapes,1,0.0,1.0
service:vehicle:car_wheel_recuperator,1,0.0,1.0
service:vehicle:engine_rebuild,1,0.0,1.0
service:vehicle:engine_diesel,1,0.0,1.0
service:vehicle:diesel_center,1,0.0,1.0
service:vehicle:custom_modification,1,0.0,1.0
service:vehicle:converter,1,0.0,1.0
service:vehicle:clutches,1,0.0,1.0
service:vehicle:cleaning,1,0.0,1.0
service:vehicle:chaveiro,1,0.0,1.0
service:vehicle:carwash,1,0.0,1.0
service:bicycle:charging,1,0.0,1.0
service:bicycle:bike_tools,1,0.0,1.0
service:bicycle:bicycle_sales_and_service,1,0.0,0.5
scuba_diving:dangers,1,0.0,1.0
seamark:beacon_lateral:colour,1,0.0,0.0092
seamark:beacon_lateral:category,1,0.0,0.0091
seal,1,0.0,1.0
seafood:sales,1,0.0,1.0
sculpture,1,0.0,1.0
scuba_diving:type:training,1,0.0,1.0
scuba_diving:type,1,0.0,1.0
scuba_diving:entry,1,0.0,1.0
scuba_diving:dangers:obstacles,1,0.0,1.0
scuba_diving:courses,1,0.0,1.0
seamark:berth:goods,1,0.0,1.0
scrub,1,0.0,0.125
school_type,1,0.0,1.0
sat,1,0.0,1.0
sample_collection,1,0.0,0.5
salon,1,0.0,1.0
safety_rope,1,0.0,0.5
runway,1,0.0,0.05
rungs,1,0.0,1.0
ruins:building:levels,1,0.0,0.3333
seamark:beacon_lateral:system,1,0.0,0.0092
seamark:bridge:clearance_width,1,0.0,0.125
service:bicycle:accessories,1,0.0,1.0
seamark:light:2:sequence,1,0.0,1.0
sells:haberdashery,1,0.0,1.0
sells,1,0.0,1.0
secultfor:tombo,1,0.0,1.0
secultfor:status,1,0.0,1.0
secultfor:inscription_date,1,0.0,1.0
seamark:source,1,0.0,0.5
seamark:restricted_area:name,1,0.0,0.3333
seamark:pipeline_submarine:name,1,0.0,1.0
seamark:light:3:category,1,0.0,1.0
seamark:light:2:category,1,0.0,1.0
seamark:buoy_installation:category,1,0.0,0.5
seamark:light:1:category,1,0.0,0.5
seamark:landmark:name,1,0.0,0.3333
seamark:landmark:colour,1,0.0,1.0
seamark:hulk:category,1,0.0,1.0
seamark:harbour:type,1,0.0,1.0
seamark:daymark:shape,1,0.0,0.3333
seamark:daymark:colour,1,0.0,0.3333
seamark:construction,1,0.0,1.0
seamark:buoy_lateral:colour_pattern,1,0.0,0.0588
service:vehicle:leather,1,0.0,1.0
service:vehicle:loja_de_bateria,1,0.0,1.0
sidewalk:left:kerb,1,0.0,1.0
service:vehicle:lpg,1,0.0,1.0
short_name:kk,1,0.0,1.0
short_name:kbp,1,0.0,1.0
short_name:ja,1,0.0,1.0
short_name:ia,1,0.0,1.0
short_name:hu,1,0.0,1.0
short_name:gn,1,0.0,1.0
short_name:gl,1,0.0,1.0
short_name:ga,1,0.0,1.0
short_name:fy,1,0.0,1.0
short_name:frp,1,0.0,1.0
short_name:fi,1,0.0,1.0
short_name:ext,1,0.0,1.0
short_name:eo,1,0.0,1.0
short_name:el,1,0.0,1.0
short_name:da,1,0.0,1.0
short_name:co,1,0.0,1.0
short_name:ca,1,0.0,1.0
short_name:bs,1,0.0,1.0
short_name:be,1,0.0,1.0
short_name:ast,1,0.0,1.0
short_name:ar,1,0.0,1.0
short_name:lb,1,0.0,1.0
short_name:li,1,0.0,1.0
short_name:mk,1,0.0,1.0
short_name:wa,1,0.0,1.0
shower:unisex,1,0.0,1.0
shower:capacity,1,0.0,1.0
show_house,1,0.0,1.0
show,1,0.0,1.0
short_official_name,1,0.0,1.0
short_name:zh-Hant,1,0.0,1.0
short_name:zh-Hans,1,0.0,1.0
short_name:zh,1,0.0,1.0
short_name:zea,1,0.0,1.0
short_name:vls,1,0.0,1.0
short_name:mt,1,0.0,1.0
short_name:sr,1,0.0,1.0
short_name:sl,1,0.0,1.0
short_name:sk,1,0.0,1.0
short_name:sc,1,0.0,1.0
short_name:ro,1,0.0,1.0
short_name:pcd,1,0.0,1.0
short_name:pa,1,0.0,1.0
short_name:nap,1,0.0,1.0
short_name:mwl,1,0.0,1.0
short_name:an,1,0.0,1.0
shop:water,1,0.0,1.0
shop:name,1,0.0,1.0
service:vehicle:service,1,0.0,1.0
service:vehicle:suzuki_mototes,1,0.0,1.0
service:vehicle:steering_wheel,1,0.0,1.0
service:vehicle:starters,1,0.0,1.0
service:vehicle:speedmeter,1,0.0,1.0
service:vehicle:som,1,0.0,1.0
service:vehicle:small_car_repairs,1,0.0,1.0
service:vehicle:shock_absorbers,1,0.0,1.0
service:vehicle:shield,1,0.0,1.0
service:vehicle:servicio_automotriz,1,0.0,1.0
service:vehicle:repair_in_meter,1,0.0,1.0
service:vehicle:transport,1,0.0,1.0
service:vehicle:remap,1,0.0,1.0
service:vehicle:rear_view_mirror,1,0.0,1.0
service:vehicle:radiator,1,0.0,1.0
service:vehicle:pátio,1,0.0,1.0
service:vehicle:performance,1,0.0,1.0
service:vehicle:old_car_sales,1,0.0,1.0
service:vehicle:officina,1,0.0,1.0
service:vehicle:muffler_installation,1,0.0,1.0
service:vehicle:motor_parts,1,0.0,1.0
service:vehicle:tracker,1,0.0,1.0
service:vehicle:troca_oleo,1,0.0,1.0
shop:confectionery,1,0.0,1.0
serving_system:rodizio,1,0.0,1.0
shop:computer,1,0.0,1.0
shop:butcher,1,0.0,1.0
shop:bakery,1,0.0,1.0
shoes:women,1,0.0,1.0
ship_transport,1,0.0,1.0
share_taxi,1,0.0,0.1111
shape_len,1,0.0,1.0
shape,1,0.0,0.5
sewing_machine:repair,1,0.0,1.0
service_times:url,1,0.0,1.0
service:vehicle:truck_tyres,1,0.0,1.0
service_times:pt,1,0.0,1.0
service_times:de,1,0.0,1.0
service:wifi,1,0.0,1.0
service:vehicle:wheel_alignment,1,0.0,0.5
service:vehicle:welding,1,0.0,1.0
service:vehicle:wash,1,0.0,1.0
service:vehicle:vehicle_shielding,1,0.0,1.0
service:vehicle:táxi,1,0.0,1.0
service:vehicle:tyres_balance,1,0.0,1.0
not:addr:postcode,1,0.0,1.0
compounding,1,0.0,1.0
noise,1,0.0,1.0
construction:residential,1,0.0,1.0
collector,1,0.0,1.0
codigo,1,0.0,0.0769
cocktails,1,0.0,1.0
coastline:surveyquality,1,0.0,0.3333
coastline,1,0.0,1.0
cmt,1,0.0,1.0
clothes:sports,1,0.0,1.0
clothes:for,1,0.0,1.0
closed:shop,1,0.0,1.0
closed:amenity,1,0.0,1.0
climbing:quality,1,0.0,1.0
climbing:mixed,1,0.0,1.0
climbing:ice,1,0.0,1.0
class:bicycle:touring,1,0.0,1.0
cinema:IMAX,1,0.0,1.0
cidades,1,0.0,1.0
cicloamigavel:tomada,1,0.0,1.0
cicloamigavel:banheiro,1,0.0,1.0
cicloamigavel:agua,1,0.0,1.0
cheque_in,1,0.0,1.0
chences,1,0.0,1.0
colour:arrow,1,0.0,0.0011
colour_1,1,0.0,0.5
colour_2,1,0.0,0.5
communications_transponder:modulation,1,0.0,1.0
construction:maxspeed,1,0.0,1.0
construction:height,1,0.0,1.0
construction:healthcare,1,0.0,1.0
condo,1,0.0,1.0
compressed_air:valves,1,0.0,1.0
compressed_air:opening_hours,1,0.0,1.0
compressed_air:fee,1,0.0,1.0
